종목코드,종목명,주소,설립일,대표자,전화번호,홈페이지
5680,삼영전자공업,경기도 성남시 중원구 사기막골로 47 (상대원동),1968-08-20,"변동준, 김성수(각자 대표이사)",031-743-6701,http://www.samyoung.co.kr
23000,삼원강재,경북 포항시 남구 대송면 철강산단로 66번길 40,1992-07-21,"장범석, 박민희(각자대표)",054-278-1983,http://www.samwon-steel.co.kr
4380,삼익THK,대구시 달서구 성서동로 163 (월암동),1960-05-10,진주완,053-665-7000,http://www.samickthk.co.kr
2450,삼익악기,충북 음성군 소이면 소이로 313,1958-09-01,"김종섭, 김민수",,http://www.samick.co.kr
4440,삼일씨엔에스,"경기도 화성시 동탄대로23길 121 21층(영천동, 동탄우미뉴브)",1965-12-31,윤성용,02-311-3300,http://www.esamilcns.com
520,삼일제약,"서울시 서초구 효령로 155(방배동,삼일제약 사옥)",1947-10-07,허승범,02-520-0300,http://www.samil-pharm.com
9770,삼정펄프,경기도 평택시 고덕면 해창리 250,1974-04-09,전성오,031-664-5377,http://www.sjpulp.com
5500,삼진제약,서울시 마포구 와우산로 121,1968-04-18,"최지현, 조규석",02-3140-0700,http://www.samjinpharm.co.kr
4690,삼천리,"서울시 영등포구 국제금융로6길 42(여의도동, 삼천리빌딩)",1966-07-07,"이찬의, 유재권",02-368-3300,http://www.samchully.co.kr
10960,삼호개발,충남 당진시 면천면 면천로 183,1976-01-15,"심재범, 이영열",041-356-4588,http://www.samhodev.co.kr
4450,삼화왕관,경기도 안산시 단원구 강촌로 140,1965-05-02,고기영,031-490-8400,http://www.samhwacrown.com
9470,삼화전기,충북 청주시 흥덕구 봉명로 3 (복대동),1973-12-10,"오영주, 박종온",043-261-0200,http://www.samwha.co.kr/electric
11230,삼화전자공업,경기도 용인시 처인구 남사면 경기동로 215,1976-04-01,"오영주, 이건화",031-374-5501,http://www.samwha.co.kr/electronics
1820,삼화콘덴서공업,경기도 용인시 처인구 남사면 경기동로 227,1956-08-14,"오영주, 박진",031-332-6441,http://www.samwha.co.kr/capacitor
390,삼화페인트공업,경기도 안산시 단원구 별망로 178(성곡동),1946-04-09,"류기붕,배맹달(각자대표)",031-499-0394,http://www.samhwa.com
1290,상상인증권,서울특별시 영등포구 여의대로 108 파크원 타워1,1954-08-30,주 원,02-3779-3000,http://www.sangsanginib.com
41650,상신브레이크,대구시 달성군 논공읍 논공중앙로 33길 10,1975-08-13,박세종,053-616-9555,http://www.sangsin.com
75180,새론오토모티브,충남 천안시 동남구 병천면 가전5길 133,1999-03-31,"박도순, 쿠마카와 테츠야",041-560-4114,http://www.saeronauto.co.kr
7540,샘표,서울시 중구 충무로2 (필동1가 51-9),1971-12-09,박진선,02-3393-5500,http://www.sempio.com
248170,샘표식품,서울시 중구 충무로 2,2016-07-04,박진선,02-3393-5500,http://www.sempio.com
7860,서연,경기도 안양시 동안구 부림로170번길 41-22,1972-04-21,유양석,031-420-3000,http://www.seo-yon.com
200880,서연이화,경기도 안양시 동안구 부림로170번길 41-22 (관양동),2014-07-01,강용석,02-2618-5231,http://www.seoyoneh.com
17390,서울도시가스,서울시 강서구 공항대로 607(염창동),1983-11-28,"진용민, 황주석(공통대표이사)",02-810-8000,http://www.seoulgas.co.kr
4410,서울식품공업,충북 충주시 충원대로 862,1965-12-11,서성훈,043-720-7000,http://www.seoul-food.co.kr
21050,서원,경기도 안산시 단원구 산단로67번길 94(목내동),1988-09-07,"조시영, 조경호, 박주황",031-365-8700,http://www.swbrass.co.kr
8490,서흥,충북 청주시 흥덕구 오송읍 오송생명로 61,1973-01-30,양주환,043-249-4100,http://www.suheung.com
7610,선도전기,경기도 안산시 단원구 시화벤처로 444 (성곡동),1972-01-22,권 혁,031-491-2284,http://www.seondo.co.kr
136490,선진,경기도 이천시 대월면 사동로 76,2011-01-04,이범권,031-637-1180,http://www.sj.co.kr
14910,성문전자,경기도 평택시 세교산단로 61,1980-07-11,신준섭,031-650-2800,http://www.smec-korea.co.kr
3080,SB성보,경기도 안산시 단원구 산단로19번길 168(목내동),1961-01-06,윤정선,02-3789-3800,http://www.sbcc.kr
4980,성신양회,서울시 종로구 인사동5길 29,1967-03-16,한인호,02-3782-7000,http://www.sungshincement.co.kr
11300,성안머티리얼스,대구시 북구 검단동로 35,1976-04-20,임종찬,053-382-4772,http://www.startex.co.kr
180,성창기업지주,부산시 사하구 다대로 627(다대동),1916-11-20,우인석,051-260-3333,http://www.sce.kr
2420,세기상사,서울시 중구 퇴계로 212 (충무로 4가),1958-08-21,조영준,02-3393-3500,http://www.daehancinema.co.kr
4360,세방,부산광역시 남구 우암로 127 (감만동),1965-09-13,최종일,051-630-5300,http://www.sebang.com
4490,세방전지,서울시 강남구 선릉로 433 (역삼동),1966-02-10,대표 박정희,02-3451-6201,http://www.gbattery.com
1430,세아베스틸지주,"서울시 마포구 양화로 45 세아타워 28,29층",1955-02-04,"이태성, 김수호",02-6970-2021,http://www.seahbesteel.co.kr
306200,세아제강,서울시 마포구 양화로 45,2018-09-03,"이휘령, 홍만기",02-6970-1000,http://www.seahsteel.co.kr
3030,세아제강지주,서울시 마포구 양화로 45,1960-10-19,"이주성, 조영빈",02-6970-1000,http://www.seah.co.kr
19440,세아특수강,경북 포항시 남구 괴동로 40,1986-11-01,이강현,054-285-4771,http://www.seahsp.co.kr
58650,세아홀딩스,서울시 마포구 양화로 45,2001-07-01,"이태성, 김수호",02-6970-0110,http://www.seahholdings.co.kr
13000,세우글로벌,인천시 남구 염전로261번길 26-48(도화동),1978-03-10,안백순,032-868-1100,http://www.sewoo21.co.kr
91090,세원이앤씨,경상남도 창원시 성산구 공단로 211 -,2006-07-03,김종성,02-2167-9000,http://www.sewoncellontech.com
21820,세원정공,대구시 달서구 달서대로 554,1989-07-20,장제상,053-582-5161,http://www.se-won.co.kr
67830,세이브존I&C,서울시 노원구 한글비석로 57 (하계동),2002-05-07,이상준,032-320-9032,http://www.savezone.co.kr
75580,세진중공업,울산시 울주군 온산읍 당월로 216-18,1999-09-08,최양환,052-231-8000,http://www.sejinheavy.com
68270,셀트리온,인천시 연수구 아카데미로 23,1991-02-27,"기우성, 김형기, 서진석",032-850-5000,http://www.celltrion.com
336370,솔루스첨단소재,전라북도 익산시 서동로 627,2019-10-01,곽근만,031-8039-6301,http://www.solusadvancedmaterials.com
248070,솔루엠,경기도 용인시 기흥구 용구대로 2354 7층(마북동),2015-07-02,전성호,,http://www.solu-m.com
4430,송원산업,울산시 남구 장생포로 83,1965-12-15,김충식,052-273-9841,http://www.songwon.com
126720,수산인더스트리,충청남도 천안시 서북구 천일고3길 47 수산인더스트리,1983-04-16,"한봉섭,정보윤(각자대표)",02-2017-8116,http://www.soosanind.co.kr
17550,수산세보틱스,경기도 화성시 양감면 정문송산로 260,1984-03-12,"양희준, 김병현 (각자대표)",031-352-7733,http://www.soosanheavy.com
53210,케이티스카이라이프,"서울시 마포구 매봉산로 75 DDMC 빌딩  8, 9층",2001-01-12,최영범,02-2003-3000,http://www.ktskylife.co.kr
204210,스타에스엠리츠,"서울특별시 성동구 아차산로 113 9층(성수동2가, 삼진빌딩)",2014-01-10,장정성,02-6253-5911,http://www.starreit.co.kr
26890,스틱인베스트먼트,서울특별시 강남구 테헤란로78길 12 MSA빌딩,1982-06-25,"곽동걸, 강신우",02-3404-7800,http://www.stic.co.kr
134790,시디즈,경기도 평택시 세교산단로 67-20,2010-12-16,"김태은, 우인환 (각자대표)",02-443-1815,http://www.sidiz.com
462870,시프트업,"서울특별시 서초구 서초대로77길 55 4,14,15층(서초동, 에이프로 스퀘어)",2013-12-02,김형태,02-2039-8849,http://shiftup.co.kr
16590,신대양제지,경기도 안산시 단원구 별망로 129,1982-12-17,"권혁홍, 이상천(각자 대표)",031-494-7911,http://www.dygroup.co.kr
29530,신도리코,서울시 성동구 성수이로24길 3,1960-07-07,서동규,02-460-1114,http://www.sindoh.com
4970,신라교역,서울특별시 강동구 고덕비즈밸리로6길 30 -,1967-03-06,김호운,02-3434-9900,http://www.sla.co.kr
11930,신성이엔지,"경기도 과천시 과천대로7길 20 A타워 14층,15층",1979-01-20,이지선,02-6312-1000,http://www.shinsungeng.com
5390,신성통상,서울시 강동구 풍성로 63길 84 (둔촌동),1968-01-11,염태순,02-3709-9000,http://www.ssts.co.kr
4170,신세계,"서울시 중구 소공로 63, 신세계백화점건물 (충무로1가)",1955-12-09,박주형,02-727-1234,http://www.shinsegae.com
35510,신세계I&C,"서울특별시 강남구 테헤란로 231 이스트 24층(역삼동, 센터필드)",1997-04-29,양윤지,02-3397-1234,http://www.shinsegae-inc.com
31430,신세계인터내셔날,"서울특별시 구로구 디지털로34길 43 14층(구로동, 코오롱싸이언스밸리1차)",1980-10-25,"윌리엄 김, 김홍극 (각자대표)",02-6979-1234,http://www.sikorea.co.kr
31440,신세계푸드,"서울시 성동구 성수일로 56, 4층~7층(성수동2가, 백영성수빌딩)",1979-10-11,강승협,02-3397-6000,http://www.shinsegaefood.com
6880,신송홀딩스,서울시 영등포구 여의나루로 53-1,1970-11-05,조갑주,02-780-1400,http://www.singsong.co.kr
5800,신영와코루,서울시 금천구 가산디지털1로 104 (가산동),1968-10-21,"이의평, 이성원",02-818-5114,http://www.shinyoungwacoal.co.kr
1720,신영증권,서울시 영등포구 국제금융로 8길 16 신영증권빌딩,1956-02-25,"원종석, 황성엽",02-2004-9000,http://www.shinyoung.com
9270,신원,서울시 마포구 독막로 328 신원빌딩,1973-09-26,박정주,02-3274-5000,http://www.sw.co.kr
2700,신일전자,충남 천안시 서북구 입장면 연곡길 308,1959-07-14,정윤석,02-6309-7800,http://www.shinil.co.kr
2870,신풍,서울특별시 강남구 압구정로 104 501호,1960-01-06,정학헌,02-2156-7521,http://www.spinc.co.kr
19170,신풍제약,경기도 안산시 단원구 원시로 7(목내동),1962-06-05,유제만,02-2189-3400,http://shinpoong.co.kr
481850,신한글로벌액티브리츠,"서울특별시 중구 세종대로 136 (태평로1가, 파이낸스빌딩) 4층, 6층",2022-03-17,조준우,02-2158-7400,http://shglobalreit.com
404990,신한서부티엔디리츠,"서울특별시 중구 세종대로136 서울파이낸스센터 4층, 6층",2020-01-02,승만호,,http://shsbreit.com
293940,신한알파리츠,"서울특별시 중구 세종대로136 서울파이낸스센터 4층, 6층",2017-12-18,이준구,02-2158-7400,http://www.shalphareit.com
55550,신한지주,"서울시 중구 세종대로9길 20, 대경빌딩 16층",2001-09-01,진옥동,02-6360-3000,http://www.shinhangroup.com
4080,신흥,서울시 중구 청파로 450 (중림동) 신흥빌딩 8층,1964-11-13,이용익,02-6366-2000,http://www.shinhung.co.kr
102280,쌍방울,서울시 중구 퇴계로 390 (무학동),2008-05-02,정운호,02-3485-6000,http://www.sbw.co.kr
4770,써니전자,충북 충주시 목행산단2로 59(목행동),1966-09-15,차상권,043-853-1760,http://www.sunny.co.kr
403550,쏘카,제주특별자치도 제주시 연미길 42 (오라삼동),2011-10-31,박재욱,070-4705-3315,http://www.socar.kr
4920,씨아이테크,서울시 송파구 송파구 양재대로 932 가락몰 업무동 11층 동관,1967-01-17,김대영,02-410-9606,http://www.citech.kr
112610,씨에스윈드,서울특별시 강남구 언주로 723 -,2006-08-17,방성훈,02-6480-1800,http://www.cswind.com
308170,씨티알모빌리티,울산광역시 북구 모듈화산업로 115,1994-01-21,양현철,055-290-0319,http://www.centralmotek.co.kr
8700,아남전자,서울시 구로구 디지털로27가길 27 아남빌딩,1973-04-20,"공동대표 : 유성준, 박준구",02-6424-4700,http://www.aname.co.kr
2790,아모레퍼시픽홀딩스,서울시 용산구 한강대로 100,1945-09-05,"서경배, 이상목",02-6040-5114,http://www.apgroup.com
90430,아모레퍼시픽,서울시 용산구 한강대로 100,2006-06-01,"서경배, 김승환, 이동순",02-709-5114,http://www.apgroup.com
2030,아세아,서울시 강남구 논현로 430 아세아타워빌딩 14층,1957-04-27,"이훈범, 오기호",02-527-6582,http://www.asiaholdings.co.kr
183190,아세아시멘트,서울시 강남구 논현로 430 아세아타워빌딩 14층,2013-10-02,"임경태, 김웅종",02-527-6582,http://www.asiacement.co.kr
2310,아세아제지,서울시 강남구 논현로 430(역삼동),1958-03-12,"유승환, 이현탁",02-527-6882,http://www.asiapaper.co.kr
12170,아센디오,"서울시 강남구 언주로 729 8층(논현동, 마스터스빌딩)",1977-04-21,한승일,,http://ascendio.co.kr
267850,아시아나IDT,"서울특별시 종로구 우정국로 26 에이동 21층, 22층(표시층 23층, 25층) (공평동, 센트로폴리스)",1991-09-02,김응철,02-2195-8571,http://www.asianaidt.com
20560,아시아나항공,"서울시 강서구 오정로 443-83, 아시아나타운",1988-02-17,송보영,02-2669-3114,http://www.flyasiana.com
122900,아이마켓코리아,서울특별시 강남구 삼성로 511 아이콘 삼성,2000-12-08,김학재,02-3708-5678,http://www.imarketkorea.com
10780,아이에스동서,"서울특별시 강남구 학동로 231 6,7,8,9,10층",1975-09-01,"남병옥, 허필식, 배기문",02-3218-6701,http://www.isdongseo.co.kr
139990,아주스틸,경상북도 구미시 산동면 첨단기업로 71,1999-10-29,이현식,054-714-3006,http://ajusteel.co.kr
9320,아진전자부품,전북 정읍시 공단2길 3 (망제동),1973-10-13,"서중호,문종은",063-530-8171,http://www.dwecc.com
1780,알루코,대전시 대덕구 대화로119번길 31(대화동),1956-06-04,박진우,042-605-8300,http://www.alusash.co.kr
18250,애경산업,서울시 마포구 양화로 188,1985-04-25,"채동석, 김상준",02-768-2000,http://www.aekyung.co.kr
161000,애경케미칼,서울특별시 마포구 양화로 188 9층(동교동),2012-09-03,표경원,02-6078-3000,http://www.aekyungchemical.co.kr
11090,에넥스,서울시 서초구 서초대로73길 40(강남오피스텔),1976-03-04,박진규,02-2185-2000,http://www.enex.co.kr
137310,에스디바이오센서,경기도 수원시 영통구 덕영대로 1556번길 16 씨동,2010-12-21,이효근,031-300-0400,http://sdbiosensor.co.kr
5850,에스엘,대구광역시 북구 검단공단로 32,1968-11-07,"이성엽,정문호",053-856-8511,http://www.slworld.com
10580,에스엠벡셀,충남 아산시 도고면 도고면로 48-15,1975-04-11,"유병선, 최세환(각자대표)",041-529-7731,http://www.smbexel.com
12750,에스원,서울시 중구 세종대로7길 25 (순화동),1977-11-28,"남궁범, 하나오카 타쿠로",,http://www.s1.co.kr
23960,에쓰씨엔지니어링,"서울특별시 강서구 공항대로 396 7,8층",1971-01-14,김기웅,02-2167-9090,http://www.sc-eng.com
298690,에어부산,부산시 강서구 유통단지1로 57번가길 6,2007-08-31,정병섭,051-410-0861,http://www.airbusan.com
140910,에이리츠,서울 마포구 공덕동  440 롯데캐슬101-3303,2011-01-04,김종국,02-2077-5800,http://www.khreit.com
78520,에이블씨엔씨,"서울특별시 중구 남대문로 78 7층(명동1가, 타임워크명동빌딩)",2000-01-07,신유정,02-6292-6789,http://www.able-cnc.com
15260,에이엔피,인천광역시 남동구 남동대로 248 (주)에이엔피,1981-01-21,전운관,032-676-9700,http://www.anpcb.co.kr
7460,에이프로젠,"경기도 성남시 중원구 둔촌대로 545 경기도 성남시 중원구 둔촌대로545, 비1층 (상대원동, 한라시그마밸리)",1971-11-15,김재섭,031-782-3433,http://www.aprogen.com
3060,에이프로젠바이오로직스,"서울시 송파구 오금로19길 6, 301(방이동,강호빌딩)",1960-12-03,"김재섭, 김정출",02-561-4011,http://www.aprogen-biologics.com
244920,에이플러스에셋,"서울특별시 강남구 테헤란로4길 14 14층(역삼동, 미림타워)",2007-06-07,"곽근호, 황승목(각자대표)",02-2009-5513,http://www.aplusga.com
278470,에이피알,"서울특별시 송파구 올림픽로 300 36층(신천동, 롯데월드타워앤드롯데월드몰)",2014-10-10,김병훈,070-4667-0454,http://www.apr-in.com
450080,에코프로머티,경상북도 포항시 북구 흥해읍 영일만산단남로75번길 15 에코프로 머티리얼즈,2017-04-26,김병훈,054-720-2200,http://www.ecopromaterials.com
19490,엑시큐어하이트론,경기도 안성시 미양면 마산길 99-13 -,1986-11-10,유앤디,031-670-9100,http://www.hitron.co.kr
36570,엔씨소프트,서울시 강남구 테헤란로 509(삼성동),1997-03-11,"김택진, 박병무 (공동대표)",02-2186-3300,http://www.ncsoft.com
85310,엔케이,부산광역시 강서구 과학산단로 194-11 (주)엔케이,1984-09-07,김광흡,051-204-2211,http://www.nkcf.com
900140,엘브이엠씨,"8th Floor, Centec Tower, 72-74 Nguyen Thi Minh Khai, District 3, HCMC",2009-06-16,"이창엽, 변성현 (각자 대표)",02-6050-7000,http://www.lvmcholdings.net
66970,엘앤에프,대구광역시 달서구 이곡동로 11 주식회사 엘앤에프,2000-07-27,최수안,053-592-7300,http://www.landf.co.kr
97520,엠씨넥스,"서울시 금천구 디지털로 9길 47 (가산동, 한신IT타워 2차 11층)",2004-12-22,민동욱,02-2025-3600,http://www.mcnex.com
484870,엠앤씨솔루션,경상남도 창원시 성산구 완암로 171 (내동),2020-12-01,김병근,055-269-5114,http://www.mncsolution.com
14440,영보화학,충북 청주시 흥덕구 강내면 서부로 230-23,1979-12-11,김태훈,043-249-2000,http://www.youngbo.com
111770,영원무역,서울시 중구 만리재로 159 (만리동2가),2009-07-02,성기학,02-390-6114,http://www.youngone.co.kr
9970,영원무역홀딩스,서울시 중구 만리재로 159 (만리동2가),1974-06-05,성래은,02-390-6114,http://www.youngone.co.kr
3520,영진약품,서울시 송파구 올림픽로35다길 13 (신천동) 국민연금 잠실사옥 2~3층,1962-07-16,이기수,02-2041-8200,http://www.yungjin.co.kr
670,영풍,서울시 강남구 강남대로 542,1949-11-25,김기호,02-519-3314,http://www.ypzinc.co.kr
6740,영풍제지,경기도 평택시 진위면 서탄로 9,1970-07-18,이옥순,031-660-8200,http://www.yp21.co.kr
12280,영화금속,경남 창원시 진해구 남의로 57,1977-06-07,최동윤,055-551-7500,http://www.yeonghwa.co.kr
12160,영흥,충남 보령시 주교면 관창공단길 50,1977-04-20,강근욱,055-239-5500,http://www.youngwire.com
15360,INVENI,서울시 성동구 자동차시장길 23 (용답동),1981-03-05,"구본혁, 이창우",02-1644-3030,http://www.yescoholdings.com
7310,오뚜기,경기도 안양시 동안구 흥안대로 405,1971-06-03,"함영준, 황성만",031-421-2122,http://www.ottogi.co.kr
2630,오리엔트바이오,경기도 성남시 중원구 갈마치로 322,1959-04-16,장재진,031-730-6000,http://www.orientbio.co.kr
271560,오리온,서울시 용산구 백범로90다길 13 (주)오리온,2017-06-01,이승준,02-710-6000,http://www.orionworld.com
1800,오리온홀딩스,서울시 용산구 백범로 90다길 13,1956-07-25,허인철,02-710-6000,http://www.oriongroup.co.kr
5320,온타이드,서울특별시 강남구 논현로 322 6층(역삼동),1967-12-08,우혁주,02-3407-7731,http://www.kd.co.kr
11690,와이투솔루션,경기도 화성시 팔탄면 시청로 971 212호,1976-11-04,강석환,031-350-7400,http://www.y2solution.com
316140,우리금융지주,"서울특별시 중구 소공로 51 (회현동1가, 우리은행본점) 21층",2019-01-11,임종룡,02-2125-2000,http://www.woorifg.com
6980,우성,대전시 대덕구 한밭대로 1027 (오정동),1970-12-30,한재규,042-670-1724,http://www.woosungfeed.co.kr
17370,우신시스템,서울시 영등포구 영등포로 20,1984-02-23,허우영,031-496-6114,http://www.wooshinsys.co.kr
105840,우진,경기도 화성시 동탄면 동부대로 970번길 110,1980-05-13,"이재상, 백승한 각자대표",031-379-3114,http://www.woojininc.com
10400,우진아이엔에스,서울시 서초구 방배로 166 한승빌딩 3층,1975-01-27,홍경모,02-535-7050,http://www.woojini.com
49800,우진플라임,충북 보은군 장안면 우진플라임로 100 본관동,1991-12-17,김익환,043-540-9000,http://www.woojinplaimm.com
16880,웅진,서울특별시 중구 청계천로 24 케이스퀘어 시티,1983-03-21,"윤새봄, 이수영 각자대표",02-2076-4701,http://www.woongjin.co.kr
95720,웅진씽크빅,경기도 파주시 회동길 20,2007-05-09,윤승현,031-956-7000,http://www.wjthinkbig.com
5820,원림,"서울시 서초구 남부순환로 2495, 원림빌딩 9층",1968-10-28,신성엽,02-523-9236,http://www.wonlim.co.kr
10600,웰바이오텍,서울시 강남구 영동대로 106길 17 5층,1975-04-19,김한국,02-6902-1300,http://www.wellbiotec.co.kr
8600,윌비스,충남 천안시 동남구 만남로 76,1973-03-09,"임찬혁, 송주호",041-529-5716,http://www.willbes.com
33270,유나이티드,세종시 전동면 노장공단길 25-23,1987-12-03,강덕영,02-516-3041,http://www.kup.co.kr
14830,유니드,서울시 중구 을지로5길 19 페럼타워 17층,1980-05-10,"정의승, 이우일",02-3709-9500,http://www.unid.co.kr
446070,유니드비티플러스,"서울특별시 중구 서소문로 50 6층(중림동, 센트럴플레이스)",2022-11-02,한상준,02-3709-6600,http://www.unidbtplus.co.kr
910,유니온,서울시 중구 소공로 94 (OCI빌딩 13층),1952-12-06,"이건영, 이우선",02-757-3801,http://www.unioncement.com
47400,유니온머티리얼,대구시 달서구 성서공단남로 151 (월암동),2000-06-30,"김진영, 이우선",053-580-4135,http://www.unionmaterials.com
11330,유니켐,경기도 안산시 단원구 해봉로 38,1979-04-27,김진환,031-491-3751,http://www.uni-chem.net
77500,유니퀘스트,"경기도 성남시 분당구 황새울로 314 (서현동, 유니퀘스트빌딩)",1995-11-25,앤드류김,031-708-9988,http://www.uniquest.co.kr
2920,유성기업,충남 아산시 둔포면 아산밸리동로 22,1960-03-15,류현석(대표이사),02-564-2351,http://www.ypr.co.kr
700,유수홀딩스,"서울특별시 영등포구 여의나루로 60 9층 (여의도동, 포스트타워)",1949-12-23,송영규,02-6716-3000,http://www.eusu-holdings.com
3470,유안타증권,서울특별시 영등포구 국제금융로 39 여의도동 앵커원,1962-06-04,뤄즈펑,02-3770-2000,http://www.yuantakorea.com
72130,유엔젤,경기도 성남시 분당구 황새울로 240번길 3 현대오피스빌딩 10층,1999-07-14,유지원,031-710-6200,http://www.uangel.com
220,유유제약,충북 제천시 바이오밸리1로 94,1941-02-28,"유원상, 박노용(각자대표)",043-652-7981,http://www.yuyu.co.kr
1200,유진증권,"서울시 영등포구 국제금융로 24 (여의도동, 유진그룹빌딩)",1954-05-12,"유창수, 고경모(각자 대표)",02-368-6000,http://www.eugenefn.com
100,유한양행,서울시 동작구 노량진로 74,1926-06-20,대표이사 조욱제,02-828-0181,http://www.yuhan.co.kr
3460,유화증권,서울시 영등포구 국제금융로2길 36 유화증권빌딩,1962-06-02,서태영,02-3770-0100,http://www.yhs.co.kr
8730,율촌화학,"서울시 동작구 여의대방로 112, 도연관 15층 (신대방동)",1973-05-01,"송녹정, 신동윤",02-822-0022,http://www.youlchon.com
8250,이건산업,인천시 미추홀구 염전로 91,1972-12-07,백오현,032-760-0800,http://www.eagon.com
25820,이구산업,경기도 평택시 포승읍 포승공단로 42,1971-01-16,"안월환, 김영길(각자 대표이사)",031-494-2929,http://www.leeku.net
214320,이노션,"서울시 강남구 강남대로 308 (역삼동, 837-36)",2005-05-17,이용우,02-2016-2300,http://www.innocean.com
88260,이리츠코크렙,"서울특별시 강남구 삼성로 511, ㈜코람코자산신탁내(삼성동, 골든타워)",2005-07-26,김영규,02-2251-7379,http://www.koramco.co.kr
139480,이마트,서울특별시 중구 세종대로7길 37 -,2011-05-03,한채양,02-380-9242,http://www.emartcompany.com
457190,이수스페셜티케미컬,서울특별시 서초구 사평대로 84(반포동),2023-05-02,류승호,02-590-6880,http://www.isuspecialtychemical.com
7660,이수페타시스,대구시 달성군 논공읍 논공로 53길 36,1972-02-14,최창복,053-610-0300,http://www.petasys.com
5950,이수화학,서울시 서초구 사평대로 84 이수화학빌딩,1969-01-17,"김동민, 주봉진",02-590-6600,http://www.isuchemical.co.kr
15020,이스타코,"서울시 양천구 오목로 325, 대학빌딩 5층",1980-09-30,"김승제,김동현(각자대표)",02-2643-7922,http://www.e-starco.co.kr
93230,이아이디,"경기도 광주시 곤지암읍 경충대로 425, 3동 4층",2002-06-27,신정희,031-615-5700,http://www.eid21.co.kr
74610,이엔플러스,경기도 화성시 비봉면 현대기아로 818-11,2003-12-03,최용인,031-366-9600,http://www.en3.co.kr
102460,이연제약,"서울특별시 강남구 테헤란로 620 에이동 12층 (대치동, 미래에셋타워)",1964-11-25,"정순옥, 유용환",02-793-5557,http://www.reyonpharm.co.kr
84680,이월드,대구시 달서구 두류공원로 200 (두류동),2005-07-05,"방병순, 민혜정",053-620-0001,http://www.eworld.kr
350520,이지스레지던스리츠,"서울특별시 영등포구 여의공원로 115, 14층",2020-02-03,이승환,02-6959-7418,http://igisresidencereit.com
334890,이지스밸류플러스리츠,"서울특별시 영등포구 여의공원로 115, 세우빌딩 14층",2019-07-16,도병운,,http://www.igisvaluereit.com
760,이화산업,서울특별시 중구 삼일대로 299 (충무로2가),1950-03-29,홍성우,02-2007-5555,http://www.rifa.co.kr
14990,인디에프,서울시 강남구 테헤란로104길 21,1980-09-08,김한수,02-3456-9000,http://www.inthef.co.kr
101140,인바이오젠,서울특별시 강남구 언주로135길 21 2층(논현동),2008-03-12,강지연,02-6978-7183,http://www.inbiogen.co.kr
6490,인스코비,서울특별시 금천구 디지털로 130 남성프라자 613호,1970-02-27,"유인수, 구자갑 (각자 대표이사)",070-4193-4175,http://www.inscobee.co.kr
23800,인지컨트롤스,"경기도 시흥시 군자천로 171 (정왕동, 시화공단2다504)",1978-01-31,"정구용, 정혜승 각자 대표",031-496-1700,http://www.inzi.co.kr
34590,인천도시가스,인천시 서구 백범로 934번길 23,1983-03-07,정진혁,,http://www.icgas.co.kr
129260,인터지스,부산시 중구 충장대로 9번길 52 마린센터빌딩 13층 1301호,1956-02-23,박동호,051-604-3392,http://www.intergis.co.kr
23810,인팩,서울특별시 송파구 백제고분로 450 -,1972-01-24,"최웅선,최장돈",02-3432-3333,http://www.infac.com
249420,일동제약,서울시 서초구 바우뫼로27길 2,2016-08-03,윤웅섭,02-526-3114,http://www.ildong.com
230,일동홀딩스,서울시 서초구 바우뫼로 27길 2,1941-03-14,박대창,02-526-3114,http://www.ildongholdings.co.kr
13360,일성건설,경기도 용인시 기흥구 용구대로2469번길 10 죽전 일성트루엘 B105호,1978-06-23,백종탁,032-429-3270,http://www.ilsungconst.co.kr
3120,일성아이에스,서울시 용산구 원효로 84길 9,1961-02-15,"윤석근, 엄대식, 윤종호(각자대표)",02-3271-8800,http://www.ilsung-ph.co.kr
3200,일신방직,서울시 영등포구 은행로 11(여의도동) 일신빌딩,1951-11-03,김정수,02-3774-0114,http://www.ilshin.co.kr
7110,일신석재,서울시 강동구 성내로 19 서경빌딩 6층,1971-02-26,공동대표 조용철,02-487-9009,http://www.ilshinstone.co.kr
7570,일양약품,경기도 용인시 기흥구 하갈로 110(하갈동),1946-07-01,"김동연, 정유석",031-281-7851,http://www.ilyang.co.kr
8500,일정실업,경기도 안산시 단원구 산성로 21 (초지동),1973-02-26,"고동수, 김철환",031-493-0031,http://www.iljeong.co.kr
81000,일진다이아,충북 음성군 대소면 대금로 157,2004-12-02,이무영,043-879-4800,http://www.iljindiamond.co.kr
20760,일진디스플,충북 음성군 대소면 대금로 157,1994-04-01,이우종,043-879-4747,http://www.iljindisplay.co.kr
103590,일진전기,경기도 화성시 만년로 905-17 (안녕동),2008-07-02,"황수, 유상석(각자 대표)",031-220-0500,http://www.iljinelectric.co.kr
271940,일진하이솔루스,전라북도 완주군 봉동읍 완주산단5로 97-46 일진복합소재 주식회사,2012-11-02,양성모,063-263-1700,http://www.hysolus.co.kr
15860,일진홀딩스,경기도 화성시 만년로 905-17,1982-01-27,허정석,031-220-0500,http://www.iljin.co.kr
226320,잇츠한불,"서울시 강남구 학동로 311 (논현동, 잇츠한불)",2006-02-07,임진성,02-3450-0114,http://www.itshanbul.com
317400,자이에스앤디,서울특별시 중구 퇴계로 173 남산스퀘어 10층,2000-04-08,구본삼,02-6910-7100,http://www.xisnd.com
