종목명,종목코드,짧은 요약
에스디바이오센서,137310,"에스디바이오센서는 체외진단 키트를 만드는 회사로 코로나 진단키트로 유명해졌어. 면역화학, 분자진단, 자가혈당측정 기기를 전문으로 만들어. 국제기구 승인도 받고 있고, 지속적인 연구개발을 통해 기술력을 높이고 있어. 글로벌 시장에서 체외진단 의료기기 선두기업을 목표로 하고 있어."
에스엘,5850,"에스엘은 자동차 램프, 기어, 배터리관리시스템 같은 전장 부품을 만드는 회사야. 전 세계에 20개 계열사를 두고 있고 멕시코에도 공장을 세웠어. 램프 기술이 강점이라 현대차, 기아차 등 주요 자동차 회사와 거래해. 친환경, 효율성 중심의 경영 전략도 함께 추진하고 있어."
에스엠벡셀,10580,"에스엠벡셀은 자동차 엔진 부품과 배터리를 함께 만드는 회사야. 알카라인, 리튬이온, 산업용 배터리까지 다양한 전지를 생산하고 있어. 자동차용 워터펌프, 오일펌프 등 엔진부품도 주력 제품이야. 기술개발과 시장 확대를 통해 배터리·부품 전문기업으로 성장 중이야."
에스원,12750,"에스원은 보안 전문 회사로 건물에 CCTV, 출입시스템, 관제 서비스를 제공해. 물리보안뿐 아니라 디지털보안, 생체인식, 스마트 건물관리까지 사업영역을 넓혔어. 무인매장 솔루션이나 발열 감지 시스템도 운영하고 있어. 다양한 보안 서비스를 통해 ‘종합 안심 솔루션’ 기업을 지향해."
에쓰씨엔지니어링,23960,"에쓰씨엔지니어링은 화학, 바이오, 제약, 식품 플랜트 같은 큰 설비를 설계하고 시공하는 회사야. 플랜트 장비를 설계부터 제작까지 맡아서 진행하고, 스마트팩토리 분야에도 진출했어. 건강기능식품이나 유통사업으로도 사업영역을 확장 중이야. 기술 중심의 토탈 엔지니어링 기업이야."
에어부산,298690,"에어부산은 김해공항 중심으로 국내외 노선을 운영하는 항공사야. 현재 항공기 21대를 보유하고 있고 국내 3개, 국제 27개 노선을 운항 중이야. 시장 점유율도 높은 편이고, 차세대 항공기 도입도 계획 중이야. 수도권 노선 확대와 장거리 노선 개척으로 성장을 꾀하고 있어."
에이리츠,140910,
에이블씨엔씨,78520,"에이블씨엔씨는 ‘미샤’로 잘 알려진 화장품 브랜드를 운영하는 회사야. 초공진, 어퓨, 스틸라 등 다양한 뷰티 브랜드를 전 세계 45개국에 판매 중이야. 더마, 색조, 기초 등 다양한 카테고리를 아우르고 있어. ESG경영을 기반으로 친환경적이고 지속가능한 브랜드를 만들고 있어."
에이엔피,15260,"에이엔피는 인쇄회로기판(PCB)을 만드는 회사로, 최근 자동차 시트 커버 사업에도 진출했어. 초박형 고밀도 PCB 개발에 집중하면서 4차산업 기술에 대응하고 있어. PCB는 전자기기에 꼭 필요한 부품이라 수요가 꾸준해. 자동차 내장재 분야로도 사업을 넓히고 있어."
에이프로젠,7460,"에이프로젠은 항암제, 면역질환 치료제 같은 바이오의약품을 개발하는 회사야. 단백질 기반 치료제 개발에 강점이 있고, 철강, 유지보수 등 다양한 사업도 함께 해. 세포주 개발과 배양기술에 특화돼서 바이오신약에 집중하고 있어. 글로벌 바이오 제약사로 도약하려고 하고 있어."
에이프로젠바이오로직스,3060,에이프로젠바이오로직스는 합성의약품과 바이오 항체의약품을 생산하는 제약회사야. 충북 오송에 세계 수준의 항체 원료 생산 공장을 보유하고 있어. 바이오시밀러 CMO사업을 중심으로 성장하고 있어. 모회사와 함께 CDMO 사업 확장도 추진하고 있어.
에이플러스에셋,244920,"에이플러스에셋은 여러 보험회사의 상품을 비교해서 맞춤형으로 추천해주는 보험대리점이야. 보험뿐 아니라 대출, 부동산, 장례서비스 같은 금융·생활서비스도 함께 제공해. 고객에게 최적의 상품을 찾도록 재무컨설팅도 해줘. 보험 중심의 종합 금융서비스 플랫폼을 지향하고 있어."
에이피알,278470,"에이피알은 뷰티 기기와 화장품 브랜드를 운영하는 회사로 메디큐브, 에이프릴스킨이 유명해. 피부미용기기와 화장품을 함께 개발해서 시너지를 내고 있어. 직접 연구개발센터와 공장을 운영하면서 품질 관리를 강화하고 있어. 해외 시장에도 적극 진출하고 있어."
에코프로머티,450080,"에코프로머티는 전기차 배터리에 들어가는 니켈 전구체를 만드는 회사야. 포항에 연간 5만 톤을 생산할 수 있는 큰 공장을 운영하고 있어. 황산메탈도 같이 생산하고, 북미·유럽으로도 진출 계획이 있어. 배터리 소재 핵심 기술로 시장을 선도하고 있어."
엑시큐어하이트론,19490,"엑시큐어하이트론은 CCTV, 저장장치, AI보안 솔루션을 만드는 보안기기 전문 회사야. 주차장, 건설현장, 실버케어 같은 다양한 분야에서 특화된 제품을 제공해. AI를 활용한 스마트 보안 기술로 안전을 강화하고 있어. 스마트시티나 스마트공장에 필요한 기술도 개발하고 있어."
엔씨소프트,36570,"엔씨소프트는 ‘리니지’ 시리즈로 유명한 게임 회사로, 모바일과 온라인 게임을 개발하고 서비스해. 3D 스캔, 모션캡처, 사운드 스튜디오 같은 기술에 선도적으로 투자했어. 리니지M, 리니지2M, 리니지W 같은 글로벌 흥행작도 많아. 게임 기술력을 바탕으로 엔터테인먼트 산업을 이끌고 있어."
엔케이,85310,"엔케이는 고압가스 용기, 소화장치, 해양플랜트 장비 등을 만드는 중공업 회사야. 조선소와 방산 분야에 제품을 공급하고, 수처리장치 기술도 보유해. 해군, 해경용 장비의 국산화를 위해 연구개발을 진행하고 있어. 지속가능한 해양 기술과 방산 장비에 주력하고 있어."
엘브이엠씨,900140,엘브이엠씨는 라오스와 베트남에서 자동차를 조립하고 파는 회사야. SKD/CKD 방식으로 자동차를 조립해 현지에서 판매하고 있어. 역외 지주회사 형태로 동남아 시장을 중심으로 운영 중이야. 라오스에서는 대표적인 자동차 판매기업으로 자리 잡고 있어.
엘앤에프,66970,엘앤에프는 전기차 배터리에 쓰이는 니켈계 양극재를 만드는 전문기업이야. 세계에서 처음으로 고니켈 양극재 양산에 성공한 국내 회사 중 하나야. 국내외 배터리 회사와 함께 고성능 소재를 개발하고 있어. 배터리 성능을 좌우하는 핵심 소재 기술력을 보유하고 있어.
엠씨넥스,97520,"엠씨넥스는 스마트폰과 자동차에 들어가는 카메라 모듈을 전문으로 만드는 회사야. 고화소 초소형 카메라 기술에 강점이 있고, 블랙박스, CCTV, 로봇용 카메라도 만들어. 64M, 108M 고화소 카메라와 광학 줌 기술을 선도하고 있어. 카메라 기술로 다양한 산업에 진출 중이야."
엠앤씨솔루션,484870,"엠앤씨솔루션은 전차, 항공기 같은 무기체계에 들어가는 전기식·유압식 구동장치를 만드는 방산 기업이야. 정밀제어 기술로 무기 핵심 기능을 담당하고 있어. 두산에서 분할되어 설립됐고 2024년 상장을 앞두고 있어. 국방 현대화에 기여하는 첨단 기술 기업이야."
영보화학,14440,"영보화학은 자동차 안에 들어가는 폼 소재와 IT용 완충재를 만드는 회사야. 자동차 천장재, 도어 완충재, LCD용 간지 등 다양한 폴리올레핀 폼 제품을 생산해. 국내 최고 수준의 발포기술을 보유하고 있어. 친환경 신소재 개발로 시장 확대에 주력하고 있어."
영원무역,111770,"영원무역은 글로벌 브랜드의 아웃도어 의류와 신발을 OEM 방식으로 제조·수출하는 회사야. 방글라데시, 베트남 등에서 기능성 원단까지 자체 생산하고 있어. 태양광발전 설비로 친환경 생산 시스템도 구축했어. 글로벌 스포츠웨어 시장에서 경쟁력을 갖추고 있어."
영원무역홀딩스,9970,"영원무역홀딩스는 영원무역을 포함한 여러 계열사를 관리하는 지주회사야. 노스페이스 유통, 자전거 브랜드 SCOTT 운영 등 소비자 브랜드 사업도 운영해. 방글라데시 KEPZ 개발과 스타트업 투자를 통해 미래를 준비하고 있어. 아웃도어 산업 전반을 아우르는 그룹의 중심이야."
영진약품,3520,"영진약품은 항생제, 경장영양제 등 의약품을 만들고 수출하는 제약회사야. 폐섬유증 치료제 ‘파이브로’ 같은 전문의약품도 생산하고 있어. KT&G 계열사로, 바이오 및 CMO 사업 확장에도 힘쓰고 있어. 국내외 제약시장 확대와 기술력 강화에 주력하고 있어."
영풍,670,"영풍은 아연, 금, 은 등 유가금속을 제련하고 전자부품 사업도 함께하는 종합 비철금속 회사야. 배터리 재활용 기술과 친환경 제련법 개발에 투자하고 있어. 비철금속 수요 증가에 따라 미래 성장 가능성이 높아. 국내 대표적인 비철금속 전문 기업이야."
영풍제지,6740,영풍제지는 상자나 원통형 종이에 쓰이는 지관지와 라이너지를 만드는 제지회사야. 평택 공장에서 두 가지 종이를 중심으로 생산하고 있어. 폐자원 재활용과 소각보일러 같은 친환경 설비에 투자하고 있어. 효율성과 환경을 모두 고려하는 전통 제지기업이야.
영화금속,12280,"영화금속은 자동차에 들어가는 주물 부품을 만드는 회사로 고강도 금속소재에 강점이 있어. 엔진이나 브레이크 관련 중요한 부품을 주로 생산해. 기술력이 높아서 자동차 안전과 직결된 소재도 맡아 생산해. 밀양, 함안 등 다양한 지역에 생산기지를 갖추고 있어."
영흥,12160,"영흥은 철강을 가공해서 냉간선재, 자동차부품, 물류자재 등을 만드는 종합 제조업체야. 제품 중 절반 이상이 고부가가치 철강 소재인 냉간선재야. 친환경 철강 기술 개발과 AI 기술 접목으로 경쟁력을 강화하고 있어. 자동차, 산업재 등 여러 분야에 걸쳐 사업을 운영하고 있어."
INVENI,15360,"INVENI는 도시가스 사업에서 출발해 지금은 지주회사 형태로 여러 분야에 투자하고 있어. 안정적인 현금 흐름과 ESG 원칙에 맞는 투자를 중시하고 있어. 도시가스, 충전소, 신재생에너지까지 다양한 포트폴리오를 보유하고 있어. 2025년 사명을 INVENI로 바꿀 예정이야."
오뚜기,7310,"오뚜기는 우리가 잘 아는 라면, 케첩, 소스 등 식품을 만드는 국내 대표 식품회사야. 전국과 해외에 공장을 운영하며 다양한 가공식품을 생산하고 있어. 품질 좋은 식품을 위해 연구소에서 끊임없이 개발하고 있어. 소비자에게 빠르고 간편한 음식을 제공하는 게 목표야."
오리엔트바이오,2630,"오리엔트바이오는 실험용 생물소재와 바이오 장비를 만드는 회사로, 국내 최대 실험동을 보유하고 있어. 미국 업체와 제휴해 생쥐 등 생물소재를 독점 공급하고 있어. 연구장비 국산화와 수출도 함께 진행 중이야. 발모제 같은 신약도 연구하는 바이오기업이야."
오리온,271560,"오리온은 초코파이, 포카칩 같은 간식으로 유명한 글로벌 제과 회사야. 중국, 베트남, 러시아, 인도 등에 공장을 운영하며 세계 시장에 진출해 있어. 건강 간식, 생수, 간편식 같은 새로운 제품도 계속 개발하고 있어. 다양한 제품으로 식품시장에서 입지를 넓히고 있어."
오리온홀딩스,1800,"오리온홀딩스는 오리온의 투자 부문을 맡는 지주회사로, 식품 외에도 바이오, 음료, 영화사업 등을 함께 해. 공정거래법 기준을 충족하는 정식 지주회사야. 제과 생산 외에도 다양한 영역에 투자해 사업을 확장하고 있어. 브랜드 가치와 사업다각화를 함께 추구하고 있어."
온타이드,5320,"온타이드는 니트 의류를 인도네시아 공장에서 생산해서 수출하는 의류 제조 회사야. 미국, 멕시코, 인도네시아에 6개 해외 자회사를 두고 있어. H&M, FANATICS 같은 글로벌 브랜드와 계약해 OEM 방식으로 제품을 공급하고 있어. 해외 생산기지를 넓혀 글로벌 경쟁력을 키우고 있어."
와이투솔루션,11690,"와이투솔루션은 전원공급장치(PSU)를 만드는 회사로, 전기차 충전기용 파워모듈도 개발하고 있어. 최근에는 ESL(전자선반라벨)과 바이오 신약 개발도 신사업으로 키우고 있어. 고출력, 고용량 제품 기술을 바탕으로 고급 시장을 공략하고 있어. 다양한 신성장 산업에 도전 중이야."
우리금융지주,316140,"우리금융지주는 우리은행을 중심으로 카드, 캐피탈, 자산신탁 등 금융 계열사를 관리하는 금융그룹이야. 자회사의 사업 계획과 성과를 평가하고 자금을 지원하는 역할을 해. 24개국에 글로벌 네트워크를 갖추고 있어 세계 시장 확대도 추진하고 있어. 종합 금융 플랫폼으로 도약하고 있어."
우성,6980,"우성은 가축용 배합사료를 만드는 회사로, 논산, 경산, 아산에 공장을 두고 있어. 반려동물, 양어용 사료도 함께 생산하며 제품군을 확장하고 있어. 베트남과 중국에도 생산법인을 운영하며 해외 시장에도 진출해 있어. 고품질 원료와 기술로 차별화된 사료를 만들고 있어."
우신시스템,17370,"우신시스템은 자동차 조립에 필요한 자동화 설비와 전기차 배터리 설비를 만드는 회사야. 도어, 안전벨트 같은 자동차 부품도 직접 생산하고 있어. 세계 40여 개 자동차 제조사와 협업하고 있어. 전기차 시대에 맞춰 배터리 설비 사업도 확대 중이야."
우진,105840,"우진은 원자력발전소에서 사용하는 계측기를 만드는 회사야. 온도센서, 자동화 장치, 설비진단 시스템 등도 함께 공급하고 있어. 국내 최초로 계측전문연구소를 설립해 기술력을 인정받고 있어. 고품질 제품과 기술개발로 안정적인 성장을 이어가고 있어."
우진아이엔에스,10400,"우진아이엔에스는 반도체 공장용 덕트와 일반 건물 설비를 만드는 회사야. 천안 공장에서 직접 제품을 생산하고, 기업부설연구소도 운영하고 있어. 신소재 연구와 신사업팀 운영을 통해 제품 다양화를 추진하고 있어. 반도체, 디스플레이 산업에 중요한 역할을 하고 있어."
우진플라임,49800,"우진플라임은 플라스틱 사출성형기를 만드는 전문 기계회사야. 자동차, IT, 의료기기 등에 들어가는 정밀 부품을 생산하는 기계를 공급해. 절전형 전동사출기와 함께 다양한 첨단 사출기술을 보유하고 있어. 오스트리아와 미국, 중국 등 해외 시장도 적극 공략하고 있어."
웅진,16880,"웅진은 출판업에서 시작해 지금은 IT서비스, 교육, 물류, 화장품 등 다양한 사업을 하는 지주회사야. 웅진그룹의 핵심 계열사를 관리하고 브랜드 사용료, 자문수익도 받고 있어. 교육, 문화, 물류 플랫폼으로 사업을 확대 중이야. 기업가치 향상을 위한 다각화 전략을 펴고 있어."
웅진씽크빅,95720,웅진씽크빅은 학습지와 독서관리 서비스로 유명한 교육 콘텐츠 기업이야. AI 기술을 접목한 맞춤형 학습 서비스를 제공하고 있어. 메타버스 기반의 미래 교육 콘텐츠도 개발하고 있어. 글로벌 에듀테크 기업으로 성장하려는 목표를 갖고 있어.
원림,5820,"원림은 포장재, 의료기기 도매, 부동산 임대, 금융투자 등 여러 분야를 운영하는 회사야. 포장재가 주력인데 의료기기 도매도 크게 성장하고 있어. 서울 서초동과 여러 지방에 임대사업 자산을 갖고 있어. 안정적인 수익과 함께 신기술 투자로 사업 다각화를 하고 있어."
웰바이오텍,10600,"웰바이오텍은 원래 가죽 제품을 만들던 회사였는데, 지금은 식음료, 진단키트, 육가공제품 같은 다양한 유통사업을 하고 있어. 리튬 원광 수출입 사업에도 진출해 새로운 수익원을 만들려는 중이야. 자회사인 로드스타씨앤에어는 물류를 전문으로 하며, 복합운송주선업을 운영하고 있어. 기존 제조업 기반에서 유통과 자원 사업까지 넓히며 사업을 다각화하고 있어."
윌비스,8600,"윌비스는 글로벌 브랜드에 니트와 수영복을 OEM 방식으로 수출하는 섬유회사야. GAP, OLD NAVY 등에 납품하고 있고, 교육사업으로는 공무원, 고시, LEET 등 성인 대상 자격증 교육을 운영해. 인도네시아, 캄보디아, 도미니카공화국, 아이티 등에 공장이 있어 가격과 품질 경쟁력이 높아. 섬유 수출과 교육을 두 축으로 성장 중인 복합기업이야."
유나이티드,33270,"유나이티드는 약을 제조·판매하는 제약회사로, 기존 약을 개량한 신약들이 강점이야. 대표적으로 항혈전제 ‘실로스탄CR’, 이상지질혈증 복합제 ‘아트맥콤비젤’ 등을 갖고 있어. 매출의 11% 이상을 연구개발에 투자하며, 기술력과 신약 개발 역량을 키우고 있어. 개량신약, 신제제 개발에 집중하며 전문 제약사로 성장하고 있어."
유니드,14830,"유니드는 가성칼륨, 탄산칼륨, 염산 등을 만드는 화학제품 전문 회사야. 중국에 5개 법인을 운영하며 화학제품 생산과 발전전기 사업도 함께 하고 있어. 칼륨 제품을 중심으로 안정적인 매출을 확보하고 품목 다각화를 시도하고 있어. 화학사업 전반에 걸쳐 국내외에서 경쟁력을 강화 중이야."
유니드비티플러스,446070,"유니드비티플러스는 유니드에서 인적분할돼 나온 회사로, 목재 가공제품을 만드는 데 집중하고 있어. MDF와 마루, LPM 등 인테리어 자재가 주력이고, 자체 브랜드 ‘올고다’를 통해 건장재 시장에 진입했어. 주거용 자재 중심에서 B2C 브랜드까지 확장하며 소비자 접점을 넓히고 있어. 가구 및 인테리어 산업에서 영향력을 확대하려는 전략이야."
유니온,910,"유니온은 1964년에 설립된 시멘트 전문기업으로, 백시멘트와 알루미나시멘트를 주력으로 생산해. 청주와 포항에 공장을 보유하며 안정적인 생산체계를 구축하고 있어. 자회사들을 통해 자석, 절삭공구, 세라믹 부품 같은 고부가가치 소재도 생산해. 건설기초소재와 첨단소재를 함께 아우르는 구조로 운영되고 있어."
유니온머티리얼,47400,"유니온머티리얼은 페라이트 마그네트, 절삭공구, 세라믹 디스크 등 고기능성 세라믹 부품을 만드는 회사야. 전자레인지용 마그네트론 스템이나 수도밸브 디스크 같은 생활·산업용 제품이 많아. 전력반도체, 연료전지 등 친환경·에너지 분야 부품 개발에도 힘을 쏟고 있어. 세라믹 기술력을 바탕으로 신성장 산업 진출을 확대하고 있어."
유니켐,11330,"유니켐은 핸드백용 원단과 자동차 시트용 원단을 만드는 섬유소재 제조업체야. Tumi, Coach 같은 유명 브랜드와 현대·기아차 등 자동차 제조사에 원단을 납품해. 핸드백부터 자동차까지 다양한 분야에 들어가는 고급 원단이 주력 제품이야. 원자재 수입선 다변화와 기술개발을 통해 경쟁력을 계속 키워가고 있어."
유니퀘스트,77500,"유니퀘스트는 비메모리 반도체 솔루션을 국내에 공급하는 반도체 유통 전문회사야. 해외 반도체 제조사와 계약을 맺고 국내 IT기업에 반도체를 공급하고 기술지원도 제공해. 자율주행차, AI, IoT 등 미래 산업 핵심 부품의 국내 보급을 맡고 있어. 반도체 유통을 넘어 토탈 솔루션 제공회사로 성장 중이야."
유성기업,2920,"유성기업은 자동차 엔진에 들어가는 피스톤링, 캠샤프트 같은 핵심 부품을 생산하는 회사야. 현대차, 기아차, 한국GM 등 완성차 업체에 OEM 및 보수용 부품을 공급해. 해외로도 수출하며 글로벌 부품 시장에서 입지를 다지고 있어. 신제품 개발과 기술력 향상으로 엔진 부품 전문기업으로 자리잡고 있어."
유수홀딩스,700,"유수홀딩스는 예전의 대한해운공사에서 출발해, 지금은 자회사 관리 중심의 지주회사야. 물류 자회사인 유수로지스틱스와 IT 자회사인 싸이버로지텍이 주요 계열사야. 임대수익과 배당수익으로 안정적인 수익구조를 갖고 있어. 자회사 독립경영과 성과관리 체계를 통해 효율적인 그룹 운영을 하고 있어."
유안타증권,3470,"유안타증권은 대만 유안타그룹 소속의 금융투자회사로, 다양한 투자 서비스를 제공해. 투자매매, 중개, 자문, 신탁 등 전통적인 증권업무를 중심으로 하고 있어. Retail, IB, 글로벌자산관리 등으로 수익구조를 다변화하고 있어. 개인과 법인을 아우르는 금융 서비스 제공에 중점을 두고 있어."
유엔젤,72130,"유엔젤은 통신사업자와 단말제조사에 소프트웨어를 공급하는 IT기업이야. 지능망, 메시징 시스템 개발에 강점이 있고, 스마트러닝 콘텐츠도 운영해. 어린이 교육용 B2B, B2C 서비스를 중심으로 확장하고 있어. 5G, 가상화, 이동통신 기술 기반 솔루션 개발로 기술력을 높이고 있어."
유유제약,220,"유유제약은 1941년에 설립된 제약회사로 병원에 전문의약품을 공급하고 있어. 건강기능식품, 의약외품, 동물의약품 등으로 사업을 다양화하고 있어. 충북 제천 공장에서 생산하며, 동남아·남미 등 해외 수출도 진행 중이야. 장기간 의약품 제조경험을 바탕으로 포트폴리오를 확장 중이야."
유진증권,1200,"유진증권은 1954년 설립된 종합 금융투자회사로, 주식, 파생상품, 외환 거래를 수행하고 있어. 고객 수탁 수수료, 유가증권 평가, 자산운용 등에서 수익을 내고 있어. 다양한 금융상품과 서비스를 통해 고객 맞춤형 금융 솔루션을 제공해. 안정성과 차별화된 경쟁력을 갖추려는 전략을 추구하고 있어."
유한양행,100,"유한양행은 국내 제약업계 대표기업으로 의약품, 생활용품, 화학약품 등을 제조·판매해. 렉라자, 안티푸라민, 삐콤씨 같은 대표 제품이 있고, 수의약품도 취급해. 글로벌 제약사 및 바이오 벤처와 협력하며 AI 기반 신약 개발도 추진하고 있어. 의약 외에도 건강 및 생활 분야 전반으로 사업을 확대하고 있어."
유화증권,3460,"유화증권은 1962년 설립된 증권사로, 투자중개, 투자일임, 자기매매 등 전통 금융투자 업무를 해. 자기자본으로도 금융상품을 직접 사고팔며 수익을 창출해. 금융투자 관련 법규를 준수하며 안정적인 경영을 지속하고 있어. 전문성과 경쟁력을 강화해 지속 가능한 투자회사를 목표로 하고 있어."
율촌화학,8730,"율촌화학은 플라스틱 필름과 포장재, 전자소재 부품을 만드는 제조업체야. 식품 포장용 OPP, CPP 필름부터 IT·반도체용 고기능성 소재까지 다뤄. 환경 친화적 기술 개발에도 힘쓰며, 글로벌 포장 시장에서 경쟁력을 높이고 있어. 전자 및 친환경 산업을 위한 필름 소재 개발에도 적극적이야."
이건산업,8250,"이건산업은 마루, 합판 같은 건축용 자재를 만드는 국내 대표 목재기업이야. 해외에서는 솔로몬군도, 칠레 등에서 조림사업을 하고 자재를 직접 들여와 사용해. 바이오에너지 열병합발전 사업도 함께 병행하고 있어. 오랜 업력과 인지도 덕분에 국내 시장에서 안정적인 입지를 확보하고 있어."
이구산업,25820,"이구산업은 구리, 황동, 인청동 등 비철금속을 제조하는 전문 업체야. 자동차, 반도체, 전자제품, 주방용품 등 다양한 분야에 소재를 공급해. 전기차용 부품 수요 증가에 따라 관련 신제품 개발도 활발히 하고 있어. 생산 효율성 향상과 설비 투자를 통해 시장 점유율을 높이고 있어."
이노션,214320,"이노션은 현대자동차그룹 계열의 글로벌 광고대행사로, 마케팅 전반을 담당하는 회사야. 전 세계 21개국에 40개 이상의 법인을 두고 있어 글로벌 네트워크가 강해. 광고 제작부터 프로모션, 옥외광고, 디지털 마케팅까지 통합 솔루션을 제공해. AI 기반 솔루션과 디지털 전환에 집중하며 브랜드 경험(BX) 전략도 추진 중이야."
이리츠코크렙,88260,
이마트,139480,"이마트는 신세계에서 분리되어 만들어진 대형마트 전문 회사로, 전국에 마트, 슈퍼, 편의점, 쇼핑몰 등 다양한 유통 채널을 운영하고 있어. 유통 외에도 호텔, 부동산, IT, 식음료, 건설 등 여러 사업을 함께 하고 있으며, 전체적으로 7개 사업부문을 보유하고 있어. 특히 6,000개가 넘는 편의점과 수백 개의 점포를 통해 유통 시장에서 압도적인 점유율을 확보하고 있어. 지속적인 혁신과 효율화 전략을 통해 경쟁사보다 앞서나가며 시장 리더십을 유지하고자 하고 있어."
이수스페셜티케미컬,457190,"이수스페셜티케미컬은 정밀화학제품과 전고체배터리 소재인 황화리튬 등을 생산하는 회사로, 이수화학에서 분리되어 설립됐어. TDM, NOM, IPA 등 다양한 용매 제품을 만들고 울산에 데모플랜트와 공장을 두고 있어. 2024년에는 관련 자회사를 흡수합병하고 황화리튬 생산설비를 확장하며 경쟁력을 높였어. 앞으로 전고체배터리 시장 확대에 맞춰 친환경 에너지 소재 전문 기업으로 성장하려 하고 있어."
이수페타시스,7660,"이수페타시스는 전자제품에 들어가는 인쇄회로기판(PCB)을 전문적으로 생산하는 회사야. 한국 본사에 4개 공장과 연구소가 있고, 중국에는 생산공장이, 미국과 대만, 상하이에는 영업사무소가 있어. 고다층 PCB를 중심으로 자동화와 설비 투자를 통해 생산능력과 기술력을 계속 키우고 있어. 5G, 반도체, 자율주행차 등에 필요한 고사양 기판 수요에 대응하면서 글로벌 시장 경쟁력을 강화하고 있어."
이수화학,5950,"이수화학은 석유화학 제품을 중심으로 스마트팜, 건설, 바이오의약품 등 다양한 사업을 영위하는 종합화학 회사야. LAB, NP, LAS 등의 제품을 울산과 온산 공장에서 제조해 국내외에 공급하고 있어. 지속적인 품질 향상과 신제품 개발로 고객만족도를 높이고 글로벌 시장 확대를 꾀하고 있어. 바이오와 의약 분야로 사업 영역을 넓히며 지속가능한 성장 전략을 추진하고 있어."
이스타코,15020,"이스타코는 부동산 개발, 외국어 교육, 호텔 운영 등 여러 분야에서 사업을 하는 종합 부동산·서비스 회사야. 주택과 상가를 직접 짓고 분양하며, 월넛 어학원을 통해 교육사업도 함께 운영하고 있어. 호텔 부대시설 확장과 수도권 신규 부지 확보를 통해 수익 기반을 넓히고 있어. 사업 다각화를 통해 중소기업에서 안정적인 수익구조를 갖춘 기업으로 성장하려 해."
이아이디,93230,"이아이디는 유류 유통과 부동산 개발을 주력으로 하며, 자회사를 통해 2차전지 설비 사업도 하고 있어. 정유사에서 제품을 공급받아 도매유통하고 있고, 수원에서는 오피스텔을 개발·운영 중이야. 케이아이티라는 자회사를 통해 양극활물질 제조설비를 제작하지만, 본사는 상장폐지가 예정돼 있어. 다양한 시도를 했지만 수익성과 안정성 면에서 어려움을 겪고 있는 상황이야."
이엔플러스,74610,"이엔플러스는 소방차와 관련 부품을 만드는 회사로, 세계 최초로 방수 압력조절 시스템을 개발했어. 조달청 등에 소방 차량을 납품하며 소방 관련 기술력에서 세계적인 수준을 자랑하고 있어. 최근에는 2차전지의 방열 전극 기술을 개발하며 에너지 저장장치 사업에도 뛰어들었어. 기술력을 바탕으로 소방과 에너지 분야 양쪽에서 성장을 추진하고 있어."
이연제약,102460,"이연제약은 다양한 처방약과 조영제, 원료의약품을 제조하는 제약회사로, 1955년에 출발했어. 항생제, 순환기, 호흡기 등 다양한 분야의 의약품 포트폴리오를 보유하고 있어. 바이오 신약 개발과 의약품 생산 플랫폼을 구축해 글로벌 제약기업으로 도약하려 해. 케미컬과 바이오 기술을 결합한 신제품 연구에 적극 투자하고 있어."
이월드,84680,"이월드는 대구에 있는 테마파크 이월드를 운영하며, 쥬얼리 브랜드도 여러 개 가지고 있는 회사야. 놀이공원에는 30여 개의 어트랙션과 사계절 정원이 있어 가족 단위 방문객에게 인기가 많아. 쥬얼리 브랜드 'LLOYD', 'OST', 'GRACE'를 통해 백화점과 마트에서 액세서리도 판매해. 테마파크와 유통을 함께 운영하는 독특한 구조로 꾸준한 성장을 이어가고 있어."
이지스레지던스리츠,350520,
이지스밸류플러스리츠,334890,
이화산업,760,"이화산업은 염료와 식품·공업용 첨가물 등 화학제품을 제조·판매하는 화학 전문 기업이야. 1950년대에 설립되어 염료 분야에서 오랜 업력을 갖고 있고, 기술 수준도 높은 편이야. 유럽 염료 기업과 견줄 수 있을 정도로 합성기술이 발전해 있어. 염료뿐 아니라 다양한 화학 유통사업으로 영역을 넓혀가고 있어."
인디에프,14990,"인디에프는 다양한 패션 브랜드를 운영하는 의류 회사로, 여성복 ‘조이너스’, ‘꼼빠니아’, 남성복 ‘트루젠’ 등을 갖고 있어. 패션 주얼리 ‘모스바니’, 편집숍 ‘BIND’까지 다양한 상품군을 확보하고 있어. 비효율적인 매장을 줄이고, 직영 갤러리를 운영하는 등 판매 채널도 다양화하고 있어. 원가 절감과 생산성 향상으로 패션업계에서 경쟁력을 유지하려고 노력하고 있어."
인바이오젠,101140,"인바이오젠은 키오스크 유통과 음식사업을 하는 회사로, 무인기기 시장 확장에 힘을 쏟고 있어. 은행, 음식점, 병원 등에서 키오스크 수요가 늘면서 AI와 음성인식 기술을 적용한 제품도 개발 중이야. 음식사업에서는 MZ세대를 겨냥한 메뉴와 서비스 차별화를 통해 젊은 소비자층을 공략하고 있어. 비대면 서비스 확대 흐름에 맞춰 기술 기반 경쟁력을 키워가고 있어."
